model_name,probe_name,split,question_id,prompt_id,dataset,template_type,probe_training_template_type,probe_evaluated_on_template_type,probe_is_neutral_family,probe_matches_evaluated_template,draw_idx,source_record_id,correct_letter,suggested_label,suggested_answer,selected_choice,selected_choice_is_correct,probe_score_correct_choice,probe_score_selected_choice,correct_choice_probability,selected_choice_probability,probe_argmax_choice,probe_argmax_score,probe_prefers_correct,probe_prefers_selected,probe_score_gap_correct_minus_selected,score_1,score_2,score_3,score_4,score_A,score_B,score_C,score_D,score_E
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_10,q_10__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,42,D,,,D,True,0.9992975771038526,0.9992975771038526,0.8461186050942352,0.8461186050942352,D,0.9992975771038526,True,True,0.0,,,,,0.03663704991593063,0.005608771818369619,0.031179096471054588,0.9992975771038526,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_11,q_11__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,46,B,,,A,False,0.9996395737227345,0.047427828907062645,0.2671734169776618,0.6823423464676298,B,0.9996395737227345,True,False,0.9522117448156718,,,,,0.047427828907062645,0.9996395737227345,0.0021407622268925955,0.025278763626139674,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_12,q_12__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,50,C,,,D,False,0.998944778109923,0.017106167149675763,0.36965011862009756,0.5209932660577885,C,0.998944778109923,True,False,0.9818386109602473,,,,,0.01649331836359494,0.0007353601874581396,0.998944778109923,0.017106167149675763,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_13,q_13__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,54,C,,,C,True,0.9543948613703811,0.9543948613703811,0.4520422492215642,0.4520422492215642,C,0.9543948613703811,True,True,0.0,,,,,0.012631348827032183,0.009801285332005121,0.9543948613703811,0.12641488478809967,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_14,q_14__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,58,A,,,A,True,0.9835720442665469,0.9835720442665469,0.985235360338873,0.985235360338873,A,0.9835720442665469,True,True,0.0,,,,,0.9835720442665469,0.0014899338722390745,0.0022361537776470547,0.004614637013260556,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_15,q_15__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,62,B,,,B,True,0.9984629605052707,0.9984629605052707,0.34550115980954704,0.34550115980954704,B,0.9984629605052707,True,True,0.0,,,,,0.010399010638746113,0.9984629605052707,0.0006176565916707105,0.0008795927519179409,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_16,q_16__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,66,2,,,2,True,0.9997020620312673,0.9997020620312673,0.9432802117742194,0.9432802117742194,2,0.9997020620312673,True,True,0.0,0.06413135040984941,0.9997020620312673,0.005113638776200646,0.000925934448315454,,,,,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_17,q_17__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,70,D,,,D,True,0.9999087026242188,0.9999087026242188,0.9883830503172247,0.9883830503172247,D,0.9999087026242188,True,True,0.0,,,,,0.007954067678542098,0.005283780385598235,0.4360938266830562,0.9999087026242188,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_18,q_18__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,74,C,,,C,True,0.9991585217797219,0.9991585217797219,0.535795779753501,0.535795779753501,C,0.9991585217797219,True,True,0.0,,,,,0.045933724432233716,0.010355638830891996,0.9991585217797219,0.0011579523252132765,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_19,q_19__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,78,A,,,D,False,0.9915078520755936,0.0007661979330020049,0.4249528449572741,0.5454253881222747,A,0.9915078520755936,True,False,0.9907416541425915,,,,,0.9915078520755936,0.019655939893823218,0.002385142880955831,0.0007661979330020049,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_20,q_20__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,82,A,,,A,True,0.8790419001520554,0.8790419001520554,0.40309316312753163,0.40309316312753163,A,0.8790419001520554,True,True,0.0,,,,,0.8790419001520554,0.010852460335775077,0.0013671449448259458,0.0007745432768878086,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_21,q_21__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,86,C,,,C,True,0.9998505116317322,0.9998505116317322,0.9986314645832596,0.9986314645832596,C,0.9998505116317322,True,True,0.0,,,,,0.021322557737442377,0.004269765153166788,0.9998505116317322,0.0008734539639473124,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_22,q_22__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,90,B,,,B,True,0.9995153306769697,0.9995153306769697,0.9984637405581075,0.9984637405581075,B,0.9995153306769697,True,True,0.0,,,,,0.012035218529785955,0.9995153306769697,0.00131452229036923,0.009415576999050922,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_23,q_23__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,94,A,,,A,True,0.8619950512139352,0.8619950512139352,0.8353873758840056,0.8353873758840056,A,0.8619950512139352,True,True,0.0,,,,,0.8619950512139352,0.016741997326459326,0.08599904432659419,0.019685516106770547,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_24,q_24__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,98,B,,,B,True,0.999333928204928,0.999333928204928,0.6815480282959772,0.6815480282959772,B,0.999333928204928,True,True,0.0,,,,,0.012557201450561615,0.999333928204928,0.010472366651199619,0.003042147687156856,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_25,q_25__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,102,D,,,D,True,0.9999164955889893,0.9999164955889893,0.9547646663817838,0.9547646663817838,D,0.9999164955889893,True,True,0.0,,,,,0.026328220059584025,0.019322028002325093,0.030680293518260685,0.9999164955889893,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_26,q_26__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,106,C,,,C,True,0.8387802031816208,0.8387802031816208,0.7982911199267623,0.7982911199267623,C,0.8387802031816208,True,True,0.0,,,,,0.25656634753177204,0.02955187708889748,0.8387802031816208,0.0719741687291011,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_27,q_27__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,110,A,,,A,True,0.9566915797987935,0.9566915797987935,0.9395534801385647,0.9395534801385647,A,0.9566915797987935,True,True,0.0,,,,,0.9566915797987935,0.0009826120116518218,0.0012883888642815195,0.001821046633415768,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_28,q_28__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,114,B,,,C,False,0.9988920983170021,0.0018484422517302482,0.011178022405640132,0.9160942540005302,B,0.9988920983170021,True,False,0.9970436560652719,,,,,0.021427433422058797,0.9988920983170021,0.0018484422517302482,0.0025028821776190866,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_29,q_29__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,118,C,,,C,True,0.9999586107468295,0.9999586107468295,0.8012588332904186,0.8012588332904186,C,0.9999586107468295,True,True,0.0,,,,,0.03374728213372173,0.0024620029216601883,0.9999586107468295,0.001719066397502898,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_30,q_30__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,122,B,,,B,True,0.999976374136625,0.999976374136625,0.9999885560391689,0.9999885560391689,B,0.999976374136625,True,True,0.0,,,,,0.006509420860022553,0.999976374136625,0.001998458419413023,0.0035822015270549692,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_31,q_31__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,126,D,,,C,False,0.9938306267485937,0.025484015534316413,0.17109344365054302,0.8162659367310703,D,0.9938306267485937,True,False,0.9683466112142772,,,,,0.016271997240841964,0.0023940995172113504,0.025484015534316413,0.9938306267485937,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_32,q_32__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,130,C,,,C,True,0.993773972823512,0.993773972823512,0.9995546745610451,0.9995546745610451,C,0.993773972823512,True,True,0.0,,,,,0.1015743442646798,0.009946500435862014,0.993773972823512,0.06800885289825652,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_33,q_33__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,134,A,,,A,True,0.9936142764658352,0.9936142764658352,0.9998562542626094,0.9998562542626094,A,0.9936142764658352,True,True,0.0,,,,,0.9936142764658352,0.02170404701119559,0.0016226216394685956,0.0006622387840837628,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_34,q_34__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,138,A,,,A,True,0.9674763961964206,0.9674763961964206,0.6809108220218356,0.6809108220218356,A,0.9674763961964206,True,True,0.0,,,,,0.9674763961964206,0.007153854345010918,0.0012766323354665692,0.0009639438398608911,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_35,q_35__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,142,D,,,D,True,0.9974807688378571,0.9974807688378571,0.8705789007903811,0.8705789007903811,D,0.9974807688378571,True,True,0.0,,,,,0.042026970239950744,0.0008684985577154552,0.0006291642242175291,0.9974807688378571,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_36,q_36__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,146,B,,,B,True,0.9998909578932539,0.9998909578932539,0.8188484371647236,0.8188484371647236,B,0.9998909578932539,True,True,0.0,,,,,0.034903162803378775,0.9998909578932539,0.005471115551086418,0.0057829744726612745,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_37,q_37__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,150,D,,,D,True,0.9714927733610832,0.9714927733610832,0.9874120378230208,0.9874120378230208,D,0.9714927733610832,True,True,0.0,,,,,0.1622912165942191,0.005605980437947043,0.004839255767906484,0.9714927733610832,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_38,q_38__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,154,A,,,A,True,0.9664369369550244,0.9664369369550244,0.9968722298127655,0.9968722298127655,A,0.9664369369550244,True,True,0.0,,,,,0.9664369369550244,0.0071223258149579645,0.011880989998230026,0.003987543784353304,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_39,q_39__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,158,A,,,A,True,0.8371003342412605,0.8371003342412605,0.9997097870905571,0.9997097870905571,A,0.8371003342412605,True,True,0.0,,,,,0.8371003342412605,0.004871132283189916,0.028159743745045436,0.005222209374335567,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_40,q_40__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,162,C,,,C,True,0.9946571958574327,0.9946571958574327,0.5633905959173711,0.5633905959173711,C,0.9946571958574327,True,True,0.0,,,,,0.07367975846802745,0.10135466190083126,0.9946571958574327,0.06745014654930681,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_41,q_41__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,166,A,,,A,True,0.9313804033652052,0.9313804033652052,0.9405135517283312,0.9405135517283312,A,0.9313804033652052,True,True,0.0,,,,,0.9313804033652052,0.02878431198009473,0.018498575319161253,0.0017312776741226362,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_42,q_42__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,170,A,,,A,True,0.9554838059968033,0.9554838059968033,0.39363100149750924,0.39363100149750924,A,0.9554838059968033,True,True,0.0,,,,,0.9554838059968033,0.007399288517860869,0.007085710788371571,0.0008781129838694863,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_43,q_43__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,174,C,,,C,True,0.9996654047301138,0.9996654047301138,0.9993509311329942,0.9993509311329942,C,0.9996654047301138,True,True,0.0,,,,,0.004481738378416751,0.0222491009059883,0.9996654047301138,0.0009512785201075185,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_44,q_44__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,178,D,,,B,False,0.9983117674902859,0.0010271664008570341,0.01557208431127765,0.9482720308084647,D,0.9983117674902859,True,False,0.997284601089429,,,,,0.011926497421475285,0.0010271664008570341,0.01587233462140841,0.9983117674902859,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_45,q_45__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,182,B,,,D,False,0.9997386783242325,0.0007440330012512325,0.027172253770531844,0.7459241619344202,B,0.9997386783242325,True,False,0.9989946453229812,,,,,0.07222050312879147,0.9997386783242325,0.0032773487057270023,0.0007440330012512325,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_46,q_46__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,186,D,,,D,True,0.9970034179846355,0.9970034179846355,0.5942487133672363,0.5942487133672363,D,0.9970034179846355,True,True,0.0,,,,,0.020098670226901417,0.02604381161952122,0.11395323074748903,0.9970034179846355,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_47,q_47__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,190,A,,,A,True,0.9884409071310187,0.9884409071310187,0.9425697846557697,0.9425697846557697,A,0.9884409071310187,True,True,0.0,,,,,0.9884409071310187,0.004593168909097091,0.01279673949907274,0.0015364972776158935,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_48,q_48__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,194,A,,,B,False,0.6339991322129814,0.014191420109838943,0.11268465388841412,0.36381394213160784,A,0.6339991322129814,True,False,0.6198077121031424,,,,,0.6339991322129814,0.014191420109838943,0.0006985136735636802,0.008599370680761512,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_49,q_49__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,198,A,,,A,True,0.9519752879694235,0.9519752879694235,0.9967015602313987,0.9967015602313987,A,0.9519752879694235,True,True,0.0,,,,,0.9519752879694235,0.008344214659695027,0.0003198563403290887,0.0009282582953609224,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_50,q_50__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,202,D,,,C,False,0.9998932388601164,0.04112169980260414,0.2316477964381251,0.7131381819708227,D,0.9998932388601164,True,False,0.9587715390575122,,,,,0.005055696267374618,0.0019673124024174662,0.04112169980260414,0.9998932388601164,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_51,q_51__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,206,B,,,B,True,0.9942882297788956,0.9942882297788956,0.6494747624652115,0.6494747624652115,B,0.9942882297788956,True,True,0.0,,,,,0.2688746750022906,0.9942882297788956,0.005115560893820795,0.012975313458398625,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_52,q_52__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,210,C,,,D,False,0.9989356691732211,0.08851238716853205,0.011114503816793892,0.6561221374045801,C,0.9989356691732211,True,False,0.910423282004689,,,,,0.03164866871539405,0.005627425578234648,0.9989356691732211,0.08851238716853205,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_53,q_53__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,214,A,,,B,False,0.9380260688174419,0.013664456709995486,0.00024662767100393934,0.9290199355377821,A,0.9380260688174419,True,False,0.9243616121074464,,,,,0.9380260688174419,0.013664456709995486,0.0010271292567891558,0.0020541542640486322,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_54,q_54__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,218,A,,,D,False,0.8747462024330105,0.0035801785670256363,0.03594791006264102,0.9131258840152842,A,0.8747462024330105,True,False,0.8711660238659849,,,,,0.8747462024330105,0.06970873475922025,0.0071238934130116865,0.0035801785670256363,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_55,q_55__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,222,B,,,B,True,0.9997457402776564,0.9997457402776564,0.9971834801045727,0.9971834801045727,B,0.9997457402776564,True,True,0.0,,,,,0.007385175712995938,0.9997457402776564,0.0058029523796894935,0.0018118622196830526,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_56,q_56__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,226,A,,,A,True,0.9846491621256042,0.9846491621256042,0.6114322807285502,0.6114322807285502,A,0.9846491621256042,True,True,0.0,,,,,0.9846491621256042,0.013872558702749923,0.002907419543645713,0.001898900713573988,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_57,q_57__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,230,D,,,D,True,0.9990617725259462,0.9990617725259462,0.9976736009564549,0.9976736009564549,D,0.9990617725259462,True,True,0.0,,,,,0.07024672605551384,0.000948243197464499,0.0014642630768299104,0.9990617725259462,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_58,q_58__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,234,A,,,A,True,0.9885393340926624,0.9885393340926624,0.9986674212819391,0.9986674212819391,A,0.9885393340926624,True,True,0.0,,,,,0.9885393340926624,0.01021938828851518,0.008083163728766359,0.0014607088820645293,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_59,q_59__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,238,A,,,A,True,0.9050793952757787,0.9050793952757787,0.9367241575328309,0.9367241575328309,A,0.9050793952757787,True,True,0.0,,,,,0.9050793952757787,0.039235732402623916,0.0029557113976919546,0.00839010193154898,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_60,q_60__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,242,A,,,A,True,0.944429336889358,0.944429336889358,0.7198204114044867,0.7198204114044867,A,0.944429336889358,True,True,0.0,,,,,0.944429336889358,0.05240765132268396,0.00010874051596015804,0.002058716324777744,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_61,q_61__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,246,B,,,B,True,0.9994465890201965,0.9994465890201965,0.9964425033557239,0.9964425033557239,B,0.9994465890201965,True,True,0.0,,,,,0.006952592742825221,0.9994465890201965,0.0006058725520921692,0.001112306204023437,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_62,q_62__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,250,D,,,C,False,0.9736933796141226,0.07205116485459179,0.012132079430784197,0.8912118726513172,D,0.9736933796141226,True,False,0.9016422147595309,,,,,0.043907599491421305,0.03956956634519558,0.07205116485459179,0.9736933796141226,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_63,q_63__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,254,C,,,C,True,0.9876280466768051,0.9876280466768051,0.9904854025800092,0.9904854025800092,C,0.9876280466768051,True,True,0.0,,,,,0.04879292062324658,0.01728897779536004,0.9876280466768051,0.008455625503694048,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_64,q_64__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,258,D,,,D,True,0.9988351938374302,0.9988351938374302,0.5912364213352862,0.5912364213352862,D,0.9988351938374302,True,True,0.0,,,,,0.023812842897405075,0.016859413295732817,0.00899625359163114,0.9988351938374302,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_65,q_65__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,262,A,,,A,True,0.9984340223342655,0.9984340223342655,0.9996816570810076,0.9996816570810076,A,0.9984340223342655,True,True,0.0,,,,,0.9984340223342655,0.0074531116682875565,0.00042238720996236047,0.0024776950551759773,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_66,q_66__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,266,A,,,A,True,0.980368992655815,0.980368992655815,0.9528426855199215,0.9528426855199215,A,0.980368992655815,True,True,0.0,,,,,0.980368992655815,0.05474692109269824,0.005714849702459296,0.0012667651143543836,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_67,q_67__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,270,C,,,C,True,0.9985489985835772,0.9985489985835772,0.9098692795494608,0.9098692795494608,C,0.9985489985835772,True,True,0.0,,,,,0.12348668657239179,0.012941531714855087,0.9985489985835772,0.024581086150047938,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_68,q_68__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,274,D,,,D,True,0.9996746679557057,0.9996746679557057,0.5234227431441839,0.5234227431441839,D,0.9996746679557057,True,True,0.0,,,,,0.012617416688500594,0.006610101461343121,0.0024452112567301476,0.9996746679557057,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_69,q_69__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,278,D,,,B,False,0.9991670022735455,0.0023875096630824513,0.34944215191808037,0.408375362983341,D,0.9991670022735455,True,False,0.9967794926104631,,,,,0.05094941428105155,0.0023875096630824513,0.001320120479795018,0.9991670022735455,
meta-llama/Llama-3.1-8B-Instruct,probe_bias_doubt_correct,train,q_70,q_70__doubt_correct,,doubt_correct,doubt_correct,doubt_correct,False,True,0,282,D,,,C,False,0.9971981314431524,0.0015784841024400204,0.006486593737002964,0.9929219815399174,D,0.9971981314431524,True,False,0.9956196473407124,,,,,0.06414262927282918,0.010598179679337206,0.0015784841024400204,0.9971981314431524,
